date,dem,state,agency
2014-07-27,98.9754140079359,DE,nyt
2014-07-27,25.1477053729518,GA,nyt
2014-07-27,99.9999994373244,HI,nyt
2014-07-27,52.4870264612071,IA,nyt
2014-07-27,2.23431277543924e-06,ID,nyt
2014-07-27,95.5532011165887,IL,nyt
2014-07-27,1.34600871919953,KS,nyt
2014-07-27,17.8654246459751,KY,nyt
2014-07-27,38.6270553585883,LA,nyt
2014-07-27,99.9991842263659,MA,nyt
2014-07-27,9.983634990031e-05,ME,nyt
2014-07-27,58.3931839568194,MI,nyt
2014-07-27,98.800814701577,MN,nyt
2014-07-27,0.00902089863492392,MS,nyt
2014-07-27,4.13625645966372,MT,nyt
2014-07-27,63.0408616733542,NC,nyt
2014-07-27,0.116311675459241,NE,nyt
2014-07-27,93.775643789763,NH,nyt
2014-07-27,99.3855598293409,NJ,nyt
2014-07-27,95.6697909258587,NM,nyt
2014-07-27,0.00026450094497815,OK,nyt
2014-07-27,8.17917622522992e-10,OK-2,nyt
2014-07-27,98.0611470913615,OR,nyt
2014-07-27,99.9984156745345,RI,nyt
2014-07-27,0.085613098238002,SC,nyt
2014-07-27,0.275977424749018,SC-2,nyt
2014-07-27,0.537370224374013,SD,nyt
2014-07-27,0.92885377198734,TN,nyt
2014-07-27,0.280418941406773,TX,nyt
2014-07-27,98.6671304569296,VA,nyt
2014-07-27,10.4691150937281,WV,nyt
2014-07-27,5.58931923495135e-11,WY,nyt
2014-07-28,60.9138905596978,AK,nyt
2014-07-28,4.30791173430687e-11,AL,nyt
2014-07-28,23.6619387667927,AR,nyt
2014-07-28,61.6188381527426,CO,nyt
2014-07-28,99.0250264870744,DE,nyt
2014-07-28,40.6390531448662,GA,nyt
2014-07-28,99.9999995007902,HI,nyt
2014-07-28,53.1917603637427,IA,nyt
2014-07-28,0.0267649587556069,ID,nyt
2014-07-28,95.8201095308377,IL,nyt
2014-07-28,1.39663960521135,KS,nyt
2014-07-28,18.3011569018544,KY,nyt
2014-07-28,39.4215856865494,LA,nyt
2014-07-28,99.9992688156158,MA,nyt
2014-07-28,0.000102648127180294,ME,nyt
2014-07-28,59.4782971738053,MI,nyt
2014-07-28,98.8737802161473,MN,nyt
2014-07-28,0.00978308390618751,MS,nyt
2014-07-28,4.13886467707062,MT,nyt
2014-07-28,64.0409286791705,NC,nyt
2014-07-28,0.126067655877805,NE,nyt
2014-07-28,93.9631841518077,NH,nyt
2014-07-28,99.4444858166855,NJ,nyt
2014-07-28,95.9352126342951,NM,nyt
2014-07-28,0.0220132599297975,OK,nyt
2014-07-28,0.00372475079924357,OK-2,nyt
2014-07-28,98.1761695334572,OR,nyt
2014-07-28,99.998496152782,RI,nyt
2014-07-28,0.0936027201461262,SC,nyt
2014-07-28,0.993945828062369,SC-2,nyt
2014-07-28,0.521066054412662,SD,nyt
2014-07-28,0.91894158517179,TN,nyt
2014-07-28,0.301733093930721,TX,nyt
2014-07-28,98.8072515749349,VA,nyt
2014-07-28,10.7500084529168,WV,nyt
2014-07-28,7.03271945705495e-11,WY,nyt
2014-07-29,61.0889217511485,AK,nyt
2014-07-29,4.15499417565002e-11,AL,nyt
2014-07-29,23.54555430918,AR,nyt
2014-07-29,61.4738377449249,CO,nyt
2014-07-29,99.0298898050913,DE,nyt
2014-07-29,40.8968824968477,GA,nyt
2014-07-29,99.9999995160117,HI,nyt
2014-07-29,52.8677974385088,IA,nyt
2014-07-29,2.75124967412132e-06,ID,nyt
2014-07-29,95.8880988382624,IL,nyt
2014-07-29,1.43391348677217,KS,nyt
2014-07-29,20.9270508269154,KY,nyt
2014-07-29,39.8792045135323,LA,nyt
2014-07-29,99.9992907915152,MA,nyt
2014-07-29,0.000108239583348557,ME,nyt
2014-07-29,59.5898383167718,MI,nyt
2014-07-29,98.894053119884,MN,nyt
2014-07-29,0.0103092705714937,MS,nyt
2014-07-29,4.2487184281791,MT,nyt
2014-07-29,64.1776923670622,NC,nyt
2014-07-29,0.13050650302649,NE,nyt
2014-07-29,94.1253794842271,NH,nyt
2014-07-29,99.4586390923033,NJ,nyt
2014-07-29,96.0199977882175,NM,nyt
2014-07-29,0.000315969848960002,OK,nyt
2014-07-29,0.00387379682142083,OK-2,nyt
2014-07-29,98.2228587131554,OR,nyt
2014-07-29,99.9984886227194,RI,nyt
2014-07-29,0.0990620637869834,SC,nyt
2014-07-29,0.306490557211537,SC-2,nyt
2014-07-29,0.516568655145886,SD,nyt
2014-07-29,0.934764428798938,TN,nyt
2014-07-29,0.309791509119232,TX,nyt
2014-07-29,98.8470097939324,VA,nyt
2014-07-29,10.8585713411116,WV,nyt
2014-07-29,7.30563381872692e-11,WY,nyt
2014-07-30,62.3434447218933,AK,nyt
2014-07-30,5.76605448518863e-12,AL,nyt
2014-07-30,26.6254033889099,AR,nyt
2014-07-30,60.6625409112497,CO,nyt
2014-07-30,99.5762113241985,DE,nyt
2014-07-30,37.3953377873128,GA,nyt
2014-07-30,99.9999999078686,HI,nyt
2014-07-30,53.859892710281,IA,nyt
2014-07-30,2.31253058818888e-06,ID,nyt
2014-07-30,97.0140829127835,IL,nyt
2014-07-30,1.31742100316966,KS,nyt
2014-07-30,22.4034290110342,KY,nyt
2014-07-30,40.2967383813302,LA,nyt
2014-07-30,99.9998028861202,MA,nyt
2014-07-30,4.58799995058725e-05,ME,nyt
2014-07-30,62.2962234158807,MI,nyt
2014-07-30,99.0736676030715,MN,nyt
2014-07-30,0.00828003932801709,MS,nyt
2014-07-30,4.55503450940877,MT,nyt
2014-07-30,60.4549266239074,NC,nyt
2014-07-30,0.0224664695788538,NE,nyt
2014-07-30,93.4632739239019,NH,nyt
2014-07-30,99.7027022101333,NJ,nyt
2014-07-30,99.8982606682577,NM,nyt
2014-07-30,1.66918263435417e-06,OK,nyt
2014-07-30,0.00268758882236259,OK-2,nyt
2014-07-30,98.4196615380305,OR,nyt
2014-07-30,99.9994504060579,RI,nyt
2014-07-30,0.00981813690949439,SC,nyt
2014-07-30,0.0125307158972675,SC-2,nyt
2014-07-30,0.434490745917578,SD,nyt
2014-07-30,0.914299867817383,TN,nyt
2014-07-30,0.257844098932958,TX,nyt
2014-07-30,99.0288185321858,VA,nyt
2014-07-30,9.56328795366401,WV,nyt
2014-07-30,1.43460234543501e-11,WY,nyt
2014-07-31,61.6305000271442,AK,nyt
2014-07-31,5.69504320646241e-12,AL,nyt
2014-07-31,26.5566267115821,AR,nyt
2014-07-31,59.9991446467931,CO,nyt
2014-07-31,99.5818249038298,DE,nyt
2014-07-31,37.4391315585775,GA,nyt
2014-07-31,99.9999999094705,HI,nyt
2014-07-31,53.768277429615,IA,nyt
2014-07-31,2.21838178799648e-06,ID,nyt
2014-07-31,97.0291068638499,IL,nyt
2014-07-31,1.31042466707779,KS,nyt
2014-07-31,22.1844425379896,KY,nyt
2014-07-31,39.9924331267683,LA,nyt
2014-07-31,99.9998179406324,MA,nyt
2014-07-31,4.07733020090405e-05,ME,nyt
2014-07-31,62.6024935216289,MI,nyt
2014-07-31,99.0969431192755,MN,nyt
2014-07-31,0.00779090528363083,MS,nyt
2014-07-31,4.44221936384437,MT,nyt
2014-07-31,61.129347350591,NC,nyt
2014-07-31,0.0221964799304411,NE,nyt
2014-07-31,93.5025174676399,NH,nyt
2014-07-31,99.7050495091915,NJ,nyt
2014-07-31,99.9018458372932,NM,nyt
2014-07-31,1.51244127978374e-06,OK,nyt
2014-07-31,0.00268025971075491,OK-2,nyt
2014-07-31,98.4596460715304,OR,nyt
2014-07-31,99.9994530352236,RI,nyt
2014-07-31,0.00920210170101935,SC,nyt
2014-07-31,0.0118988036650774,SC-2,nyt
2014-07-31,0.421266415824377,SD,nyt
2014-07-31,1.05154821883289,TN,nyt
2014-07-31,0.256519109561477,TX,nyt
2014-07-31,99.0726168539777,VA,nyt
2014-07-31,9.56032388345013,WV,nyt
2014-07-31,1.40637131414138e-11,WY,nyt
2014-08-01,59.2917675994522,AK,nyt
2014-08-01,5.38702753737337e-12,AL,nyt
2014-08-01,26.2061210501989,AR,nyt
2014-08-01,60.455315638071,CO,nyt
2014-08-01,99.5807730042538,DE,nyt
2014-08-01,38.3294063338806,GA,nyt
2014-08-01,99.9999999261869,HI,nyt
2014-08-01,53.8799793613237,IA,nyt
2014-08-01,2.17390114545339e-06,ID,nyt
2014-08-01,97.2023447491217,IL,nyt
2014-08-01,1.43004153328745,KS,nyt
2014-08-01,23.6342953434242,KY,nyt
2014-08-01,40.2696815039695,LA,nyt
2014-08-01,99.9998393910163,MA,nyt
2014-08-01,3.12722403746008e-05,ME,nyt
2014-08-01,64.6648444214912,MI,nyt
2014-08-01,99.1786277159537,MN,nyt
2014-08-01,0.00714643354371138,MS,nyt
2014-08-01,4.70998187850513,MT,nyt
2014-08-01,61.4267334345471,NC,nyt
2014-08-01,0.023204441167313,NE,nyt
2014-08-01,93.7248558684066,NH,nyt
2014-08-01,99.7565285080211,NJ,nyt
2014-08-01,99.9113616777495,NM,nyt
2014-08-01,1.12692170664841e-06,OK,nyt
2014-08-01,0.00292275417513614,OK-2,nyt
2014-08-01,98.5207731773324,OR,nyt
2014-08-01,99.9994264870997,RI,nyt
2014-08-01,0.00747388624962884,SC,nyt
2014-08-01,0.0108022869729183,SC-2,nyt
2014-08-01,1.21208101318971,SD,nyt
2014-08-01,1.07358612087494,TN,nyt
2014-08-01,0.262723548740349,TX,nyt
2014-08-01,99.260397224389,VA,nyt
2014-08-01,9.82335105095108,WV,nyt
2014-08-01,1.45341379238499e-11,WY,nyt
2014-08-02,59.2934904768279,AK,nyt
2014-08-02,5.88646259473889e-12,AL,nyt
2014-08-02,26.1764328218911,AR,nyt
2014-08-02,60.5087146224153,CO,nyt
2014-08-02,99.5744927035296,DE,nyt
2014-08-02,38.3951207708443,GA,nyt
2014-08-02,99.9999999183193,HI,nyt
2014-08-02,53.9308349025025,IA,nyt
2014-08-02,2.3262831947793e-06,ID,nyt
2014-08-02,97.1719174457587,IL,nyt
2014-08-02,1.43071357834887,KS,nyt
2014-08-02,23.6746841735808,KY,nyt
2014-08-02,40.3381928586265,LA,nyt
2014-08-02,99.9998316787458,MA,nyt
2014-08-02,3.19226026580631e-05,ME,nyt
2014-08-02,64.6331952987941,MI,nyt
2014-08-02,99.1767060060426,MN,nyt
2014-08-02,0.00722619039415189,MS,nyt
2014-08-02,4.67518251959299,MT,nyt
2014-08-02,61.486188807777,NC,nyt
2014-08-02,0.0234254062703586,NE,nyt
2014-08-02,93.7639036719326,NH,nyt
2014-08-02,99.7517796895365,NJ,nyt
2014-08-02,99.9104787042556,NM,nyt
2014-08-02,1.22620682393265e-06,OK,nyt
2014-08-02,0.0030002388620554,OK-2,nyt
2014-08-02,98.5299607201168,OR,nyt
2014-08-02,99.9994276489237,RI,nyt
2014-08-02,0.00759596508350264,SC,nyt
2014-08-02,0.0110268024199174,SC-2,nyt
2014-08-02,1.22714167969757,SD,nyt
2014-08-02,1.0669650873213,TN,nyt
2014-08-02,0.273407998076019,TX,nyt
2014-08-02,99.255773557975,VA,nyt
2014-08-02,9.87140256987782,WV,nyt
2014-08-02,1.7093185190307e-11,WY,nyt
2014-08-03,59.3498650546991,AK,nyt
2014-08-03,5.74152560720444e-12,AL,nyt
2014-08-03,26.0983338901863,AR,nyt
2014-08-03,60.5823538079029,CO,nyt
2014-08-03,99.5838095326064,DE,nyt
2014-08-03,38.384990929542,GA,nyt
2014-08-03,99.9999999227829,HI,nyt
2014-08-03,53.9706987095402,IA,nyt
2014-08-03,2.21261821064211e-06,ID,nyt
2014-08-03,97.196535727568,IL,nyt
2014-08-03,1.40841006728654,KS,nyt
2014-08-03,23.6122811431583,KY,nyt
2014-08-03,40.3506663189591,LA,nyt
2014-08-03,99.9998377682667,MA,nyt
2014-08-03,3.01472576777739e-05,ME,nyt
2014-08-03,64.7254074267235,MI,nyt
2014-08-03,99.196218363934,MN,nyt
2014-08-03,0.0070273133041672,MS,nyt
2014-08-03,4.61669682312641,MT,nyt
2014-08-03,61.5777273026432,NC,nyt
2014-08-03,0.0230647525281031,NE,nyt
2014-08-03,93.8345750482098,NH,nyt
2014-08-03,99.7563137691544,NJ,nyt
2014-08-03,99.9132759290413,NM,nyt
2014-08-03,1.17525919011413e-06,OK,nyt
2014-08-03,0.00295750576539014,OK-2,nyt
2014-08-03,98.5690185673902,OR,nyt
2014-08-03,99.9994439246429,RI,nyt
2014-08-03,0.00742233315535947,SC,nyt
2014-08-03,0.0108060253997458,SC-2,nyt
2014-08-03,1.2133884944765,SD,nyt
2014-08-03,1.067027352071,TN,nyt
2014-08-03,0.270720034126959,TX,nyt
2014-08-03,99.2742847503868,VA,nyt
2014-08-03,9.84195313386053,WV,nyt
2014-08-03,1.63014404850314e-11,WY,nyt
2014-08-04,59.6986480538681,AK,nyt
2014-08-04,1.06080714714247e-11,AL,nyt
2014-08-04,26.2695252454231,AR,nyt
2014-08-04,60.9044415834114,CO,nyt
2014-08-04,99.5941770233606,DE,nyt
2014-08-04,38.7517064261657,GA,nyt
2014-08-04,99.9999999102757,HI,nyt
2014-08-04,54.3022713115837,IA,nyt
2014-08-04,2.81431206653154e-06,ID,nyt
2014-08-04,97.2084832162017,IL,nyt
2014-08-04,1.46697556889919,KS,nyt
2014-08-04,23.9694689011845,KY,nyt
2014-08-04,40.7563544910667,LA,nyt
2014-08-04,99.999825161903,MA,nyt
2014-08-04,3.38372382420753e-05,ME,nyt
2014-08-04,64.9815435133962,MI,nyt
2014-08-04,99.1985231010467,MN,nyt
2014-08-04,0.00782235603171226,MS,nyt
2014-08-04,4.6146918257625,MT,nyt
2014-08-04,61.852842394562,NC,nyt
2014-08-04,0.0256767808249134,NE,nyt
2014-08-04,93.9401711034675,NH,nyt
2014-08-04,99.7521601249501,NJ,nyt
2014-08-04,99.9117164937671,NM,nyt
2014-08-04,1.52451469986458e-06,OK,nyt
2014-08-04,0.00343450475881159,OK-2,nyt
2014-08-04,98.5909831774106,OR,nyt
2014-08-04,99.9993757341877,RI,nyt
2014-08-04,0.00832130455066477,SC,nyt
2014-08-04,0.0122851154767031,SC-2,nyt
2014-08-04,1.24580752174844,SD,nyt
2014-08-04,1.1395328359331,TN,nyt
2014-08-04,0.303033635352909,TX,nyt
2014-08-04,99.274064772944,VA,nyt
2014-08-04,10.0011141995665,WV,nyt
2014-08-04,2.52307385826027e-11,WY,nyt
2014-08-05,59.5082231745392,AK,nyt
2014-08-05,9.43505055460887e-12,AL,nyt
2014-08-05,24.5992472007733,AR,nyt
2014-08-05,60.7334335616523,CO,nyt
2014-08-05,99.576958299192,DE,nyt
2014-08-05,38.5159026645564,GA,nyt
2014-08-05,99.999999912429,HI,nyt
2014-08-05,54.1313782436031,IA,nyt
2014-08-05,2.64291467491359e-06,ID,nyt
2014-08-05,97.1609822042784,IL,nyt
2014-08-05,1.43118844831038,KS,nyt
2014-08-05,23.7553241668851,KY,nyt
2014-08-05,40.5060998925717,LA,nyt
2014-08-05,99.9998192608414,MA,nyt
2014-08-05,3.21669107404908e-05,ME,nyt
2014-08-05,64.7903261588214,MI,nyt
2014-08-05,99.1925610741929,MN,nyt
2014-08-05,0.00753457827440095,MS,nyt
2014-08-05,4.54638520369273,MT,nyt
2014-08-05,59.525495806155,NC,nyt
2014-08-05,0.0248230913408516,NE,nyt
2014-08-05,93.9143401757426,NH,nyt
2014-08-05,99.7471478918292,NJ,nyt
2014-08-05,99.9113812519861,NM,nyt
2014-08-05,1.46845627582235e-06,OK,nyt
2014-08-05,0.00331896611692071,OK-2,nyt
2014-08-05,98.5940984791302,OR,nyt
2014-08-05,99.9993153416097,RI,nyt
2014-08-05,0.00817506995706169,SC,nyt
2014-08-05,0.0120012090502562,SC-2,nyt
2014-08-05,1.22635979090431,SD,nyt
2014-08-05,1.10398453828572,TN,nyt
2014-08-05,0.295679439056814,TX,nyt
2014-08-05,99.2691817394698,VA,nyt
2014-08-05,9.90987349416124,WV,nyt
2014-08-05,2.37265569233161e-11,WY,nyt
2014-08-06,62.8872291270963,AK,nyt
2014-08-06,8.26796304655043e-12,AL,nyt
2014-08-06,26.4436330359695,AR,nyt
2014-08-06,61.7557622392546,CO,nyt
2014-08-06,99.5828647092149,DE,nyt
2014-08-06,38.1538266179393,GA,nyt
2014-08-06,99.999999919465,HI,nyt
2014-08-06,55.3463524849365,IA,nyt
2014-08-06,2.44439987316464e-06,ID,nyt
2014-08-06,97.1854346072821,IL,nyt
2014-08-06,0.271389463614396,KS,nyt
2014-08-06,23.2289134795563,KY,nyt
2014-08-06,41.1929342958334,LA,nyt
2014-08-06,99.9998282966552,MA,nyt
2014-08-06,3.26597113555931e-05,ME,nyt
2014-08-06,63.0964977286008,MI,nyt
2014-08-06,99.1638904908051,MN,nyt
2014-08-06,0.00704207496014507,MS,nyt
2014-08-06,4.55967817422621,MT,nyt
2014-08-06,60.1606933138446,NC,nyt
2014-08-06,0.0240949556475686,NE,nyt
2014-08-06,93.7144238764117,NH,nyt
2014-08-06,99.7470913990062,NJ,nyt
2014-08-06,99.9150499548547,NM,nyt
2014-08-06,1.47641462909811e-06,OK,nyt
2014-08-06,0.00318569119506384,OK-2,nyt
2014-08-06,98.5108738594311,OR,nyt
2014-08-06,99.9993294939774,RI,nyt
2014-08-06,0.00863045597085317,SC,nyt
2014-08-06,0.0121104435035484,SC-2,nyt
2014-08-06,1.3123988961627,SD,nyt
2014-08-06,1.08496613042693,TN,nyt
2014-08-06,0.289145608466253,TX,nyt
2014-08-06,99.251241078528,VA,nyt
2014-08-06,9.07420565092599,WV,nyt
2014-08-06,2.106608558686e-11,WY,nyt
2014-08-07,62.6404766540709,AK,nyt
2014-08-07,8.98181490913423e-12,AL,nyt
2014-08-07,26.4206384454764,AR,nyt
2014-08-07,62.0119035861006,CO,nyt
2014-08-07,99.5923953706963,DE,nyt
2014-08-07,38.4011259954034,GA,nyt
2014-08-07,99.9999999255884,HI,nyt
2014-08-07,55.622835745142,IA,nyt
2014-08-07,2.5664080807015e-06,ID,nyt
2014-08-07,97.2734082686045,IL,nyt
2014-08-07,0.271044333980599,KS,nyt
2014-08-07,23.3161729023825,KY,nyt
2014-08-07,41.590853682819,LA,nyt
2014-08-07,99.9998391818054,MA,nyt
2014-08-07,3.41965154307145e-05,ME,nyt
2014-08-07,69.7512045351456,MI,nyt
2014-08-07,99.1800919255997,MN,nyt
2014-08-07,0.00727709375063636,MS,nyt
2014-08-07,3.97557638400064,MT,nyt
2014-08-07,53.3153572704689,NC,nyt
2014-08-07,0.0250899038903871,NE,nyt
2014-08-07,93.8115839670263,NH,nyt
2014-08-07,99.6163350405066,NJ,nyt
2014-08-07,99.9201104574044,NM,nyt
2014-08-07,1.54890449687637e-06,OK,nyt
2014-08-07,0.00336882890828395,OK-2,nyt
2014-08-07,99.3753959465748,OR,nyt
2014-08-07,99.9993469995985,RI,nyt
2014-08-07,0.00896313243167675,SC,nyt
2014-08-07,0.0125631511482852,SC-2,nyt
2014-08-07,1.32482129965286,SD,nyt
2014-08-07,0.377600800596051,TN,nyt
2014-08-07,0.0925148511045853,TX,nyt
2014-08-07,99.9170697830059,VA,nyt
2014-08-07,9.27307096381114,WV,nyt
2014-08-07,2.33834970905566e-11,WY,nyt
2014-08-08,62.6394690786514,AK,nyt
2014-08-08,8.84525382328525e-12,AL,nyt
2014-08-08,26.3367439637765,AR,nyt
2014-08-08,61.9837910929913,CO,nyt
2014-08-08,99.5915191616177,DE,nyt
2014-08-08,38.35307424579,GA,nyt
2014-08-08,99.9999999266958,HI,nyt
2014-08-08,55.5573307508056,IA,nyt
2014-08-08,2.46676273295341e-06,ID,nyt
2014-08-08,97.2726902730306,IL,nyt
2014-08-08,0.26753218302276,KS,nyt
2014-08-08,23.2528987576484,KY,nyt
2014-08-08,41.4855711084101,LA,nyt
2014-08-08,99.9998400438964,MA,nyt
2014-08-08,3.25193427979004e-05,ME,nyt
2014-08-08,70.9365742192346,MI,nyt
2014-08-08,99.1883992035332,MN,nyt
2014-08-08,0.00707938016134282,MS,nyt
2014-08-08,4.03461482867772,MT,nyt
2014-08-08,53.2660771691876,NC,nyt
2014-08-08,0.0247102174784546,NE,nyt
2014-08-08,93.8795351177968,NH,nyt
2014-08-08,99.618686609665,NJ,nyt
2014-08-08,99.9209529644348,NM,nyt
2014-08-08,1.51081995659149e-06,OK,nyt
2014-08-08,0.00334129512357556,OK-2,nyt
2014-08-08,99.3867765407615,OR,nyt
2014-08-08,99.999350209684,RI,nyt
2014-08-08,0.00879972606277723,SC,nyt
2014-08-08,0.0124024803784309,SC-2,nyt
2014-08-08,1.3123180325765,SD,nyt
2014-08-08,0.0486214671701782,TN,nyt
2014-08-08,0.0913877015111283,TX,nyt
2014-08-08,99.9198177330468,VA,nyt
2014-08-08,9.25300571682118,WV,nyt
2014-08-08,2.29043578586988e-11,WY,nyt
2014-08-09,62.5170819892606,AK,nyt
2014-08-09,8.50886108384509e-12,AL,nyt
2014-08-09,26.1419759043401,AR,nyt
2014-08-09,61.8443830533957,CO,nyt
2014-08-09,99.5732796601441,DE,nyt
2014-08-09,38.1984968485778,GA,nyt
2014-08-09,99.9999999240491,HI,nyt
2014-08-09,55.3656207151191,IA,nyt
2014-08-09,2.34769971264491e-06,ID,nyt
2014-08-09,97.2314580586773,IL,nyt
2014-08-09,0.26340294513775,KS,nyt
2014-08-09,23.1425962364899,KY,nyt
2014-08-09,41.3153076860003,LA,nyt
2014-08-09,99.9998345942582,MA,nyt
2014-08-09,2.90228264368408e-05,ME,nyt
2014-08-09,70.9383012426721,MI,nyt
2014-08-09,99.1873167460886,MN,nyt
2014-08-09,0.00685156905985379,MS,nyt
2014-08-09,3.96730301238624,MT,nyt
2014-08-09,53.1119983191406,NC,nyt
2014-08-09,0.0242665281083644,NE,nyt
2014-08-09,93.9146384422523,NH,nyt
2014-08-09,99.6156995458188,NJ,nyt
2014-08-09,99.9208441881883,NM,nyt
2014-08-09,1.44641864764977e-06,OK,nyt
2014-08-09,0.00330588739111522,OK-2,nyt
2014-08-09,99.3958583146057,OR,nyt
2014-08-09,99.9992956652366,RI,nyt
2014-08-09,0.00864599545230113,SC,nyt
2014-08-09,0.0122307674683229,SC-2,nyt
2014-08-09,1.28846009535949,SD,nyt
2014-08-09,0.0617826646880982,TN,nyt
2014-08-09,0.089448947329186,TX,nyt
2014-08-09,99.9215631880308,VA,nyt
2014-08-09,9.18340941624932,WV,nyt
2014-08-09,2.15327861063776e-11,WY,nyt
2014-08-10,62.6187175839974,AK,nyt
2014-08-10,9.08613568205339e-12,AL,nyt
2014-08-10,26.0733612513291,AR,nyt
2014-08-10,61.9052565860311,CO,nyt
2014-08-10,99.5780442368258,DE,nyt
2014-08-10,38.2149770447988,GA,nyt
2014-08-10,99.9999999246835,HI,nyt
2014-08-10,55.3885711753452,IA,nyt
2014-08-10,2.33330448663786e-06,ID,nyt
2014-08-10,97.2422324339096,IL,nyt
2014-08-10,0.262578866974531,KS,nyt
2014-08-10,23.1347896038935,KY,nyt
2014-08-10,41.3390683710943,LA,nyt
2014-08-10,99.9998356295117,MA,nyt
2014-08-10,2.76372578238261e-05,ME,nyt
2014-08-10,71.0799551607127,MI,nyt
2014-08-10,99.2013445926408,MN,nyt
2014-08-10,0.00685194624122677,MS,nyt
2014-08-10,3.94224002016956,MT,nyt
2014-08-10,53.1453821536369,NC,nyt
2014-08-10,0.0245142700927732,NE,nyt
2014-08-10,93.9869294996233,NH,nyt
2014-08-10,99.6189179937345,NJ,nyt
2014-08-10,99.9223671584493,NM,nyt
2014-08-10,1.45021219589269e-06,OK,nyt
2014-08-10,0.00336788539479541,OK-2,nyt
2014-08-10,99.414374785438,OR,nyt
2014-08-10,99.999306298072,RI,nyt
2014-08-10,0.00867609992938289,SC,nyt
2014-08-10,0.0123181580664292,SC-2,nyt
2014-08-10,1.28527740610683,SD,nyt
2014-08-10,0.0622092676412911,TN,nyt
2014-08-10,0.0892734226619479,TX,nyt
2014-08-10,99.924304948949,VA,nyt
2014-08-10,9.21600599234281,WV,nyt
2014-08-10,2.19926492670623e-11,WY,nyt
2014-08-11,62.5410665278185,AK,nyt
2014-08-11,8.14766619478492e-12,AL,nyt
2014-08-11,25.9129557440718,AR,nyt
2014-08-11,61.8356638770818,CO,nyt
2014-08-11,99.5712683534193,DE,nyt
2014-08-11,38.1001735797483,GA,nyt
2014-08-11,99.9999999258846,HI,nyt
2014-08-11,55.2731409229617,IA,nyt
2014-08-11,2.17687765946962e-06,ID,nyt
2014-08-11,97.2269373148777,IL,nyt
2014-08-11,0.255783073488438,KS,nyt
2014-08-11,23.0088142052388,KY,nyt
2014-08-11,41.2548937904179,LA,nyt
2014-08-11,99.9998368688817,MA,nyt
2014-08-11,2.54426684907725e-05,ME,nyt
2014-08-11,71.1136288044886,MI,nyt
2014-08-11,99.2087171591467,MN,nyt
2014-08-11,0.0065751360753482,MS,nyt
2014-08-11,3.86404246588211,MT,nyt
2014-08-11,53.0571801125693,NC,nyt
2014-08-11,0.0237210439447442,NE,nyt
2014-08-11,94.0319528057814,NH,nyt
2014-08-11,99.6202870311085,NJ,nyt
2014-08-11,99.923524788274,NM,nyt
2014-08-11,1.36351309787533e-06,OK,nyt
2014-08-11,0.00325938079494024,OK-2,nyt
2014-08-11,99.4278231815087,OR,nyt
2014-08-11,99.9993231943816,RI,nyt
2014-08-11,0.00837546950627786,SC,nyt
2014-08-11,0.0119187089429888,SC-2,nyt
2014-08-11,1.25501128711727,SD,nyt
2014-08-11,0.0606401408884405,TN,nyt
2014-08-11,0.0867463772117169,TX,nyt
2014-08-11,99.9265259243005,VA,nyt
2014-08-11,9.1339975082322,WV,nyt
2014-08-11,2.03096572338895e-11,WY,nyt
2014-08-12,62.4790601309731,AK,nyt
2014-08-12,8.2402481898934e-12,AL,nyt
2014-08-12,25.7784614535075,AR,nyt
2014-08-12,61.7092182525128,CO,nyt
2014-08-12,99.5620717882767,DE,nyt
2014-08-12,38.041732012212,GA,nyt
2014-08-12,99.9999999233946,HI,nyt
2014-08-12,55.2039073670439,IA,nyt
2014-08-12,2.13977251880517e-06,ID,nyt
2014-08-12,97.3642692255635,IL,nyt
2014-08-12,1.35544710483928,KS,nyt
2014-08-12,22.9357759687085,KY,nyt
2014-08-12,41.1442197520239,LA,nyt
2014-08-12,99.9998338403735,MA,nyt
2014-08-12,2.49252442655208e-05,ME,nyt
2014-08-12,71.1640132577772,MI,nyt
2014-08-12,99.2137230856863,MN,nyt
2014-08-12,0.00648734759924837,MS,nyt
2014-08-12,3.81738778408593,MT,nyt
2014-08-12,52.9817230137624,NC,nyt
2014-08-12,0.0234796023095187,NE,nyt
2014-08-12,94.0436265182841,NH,nyt
2014-08-12,99.6189576289045,NJ,nyt
2014-08-12,99.9233602239977,NM,nyt
2014-08-12,1.37177786777018e-06,OK,nyt
2014-08-12,0.0032576223184758,OK-2,nyt
2014-08-12,99.4419076657509,OR,nyt
2014-08-12,99.9993187488247,RI,nyt
2014-08-12,0.00823955927601241,SC,nyt
2014-08-12,0.0117826637054953,SC-2,nyt
2014-08-12,1.2436031146722,SD,nyt
2014-08-12,0.0608579336158111,TN,nyt
2014-08-12,0.0858015591431576,TX,nyt
2014-08-12,99.9281292030415,VA,nyt
2014-08-12,9.13178146667273,WV,nyt
2014-08-12,2.13811380936994e-11,WY,nyt
2014-08-13,62.399269883008,AK,nyt
2014-08-13,7.48892869087295e-12,AL,nyt
2014-08-13,25.5750432860191,AR,nyt
2014-08-13,61.556434462883,CO,nyt
2014-08-13,99.5446221709097,DE,nyt
2014-08-13,37.8662851709141,GA,nyt
2014-08-13,99.9999999202994,HI,nyt
2014-08-13,55.0172825862859,IA,nyt
2014-08-13,2.02524966482871e-06,ID,nyt
2014-08-13,97.3207764072581,IL,nyt
